RESULTS OF EACH SEED

dataset,seed,model,ACC_10,SP_10,EO_10,ACC_100,SP_100,EO_100
pokec1, 1, gcn, 0.643864229765013,0.02445000261281416,0.05578978187673844,0.6469973890339425,0.021526026004627052,0.05256916996047434
pokec1, 2, gcn, 0.6156657963446475,0.0756173162711794,0.07716475592915595,0.6172323759791123,0.07366722283889854,0.07716475592915595
pokec1, 3, gcn, 0.6553524804177545,0.009829271706357778,0.0068732960252546604,0.6558746736292428,0.010642941356479807,0.005223131008753046
pokec1, 4, gcn, 0.6344647519582245,0.01810036576868085,0.010965245105478805,0.6433420365535247,0.024057066665380766,0.02701472150553952
pokec1, 5, gcn, 0.6234986945169713,0.010458214289081835,0.02383121107909658,0.6308093994778068,0.014972466596890166,0.029440468445022794
BIND1%, acc, pokec1, gcn, 63.46 += 0.02
[(66.19718309859157, 0.2759593555070645), (6.963728834132852, 0.30147790810076847), (7.00896776675755, 0.00820475752354206)]
BIND1%, acc, nba, gat, 66.20 += 0.28
BIND1%, sp, nba, gat, 6.96 += 0.30
BIND1%, eo, nba, gat, 7.01 += 0.01

nba, 1, sage, 0.511737089201878, 0.0, 0.0
nba, 2, sage, 0.6995305164319249, 0.15383759733036706, 0.13972234661889837
nba, 3, sage, 0.7042253521126761, 0.058001397624039164, 0.09777571825764597
nba, 4, sage, 0.7323943661971831, 0.09399021663172613, 0.012820512820512775
nba, 5, sage, 0.727699530516432, 0.07714285714285718, 0.014285714285714346
[(67.51173708920189, 0.6836386078599923), (7.659441374579791, 0.2496365724810351), (5.292085839655429, 0.3089557227996677)]
BIND1%, acc, nba, sage, 67.51 += 0.69
BIND1%, sp, nba, sage, 7.66 += 0.25
BIND1%, eo, nba, sage, 5.29 += 0.31


bail, 1, gcn, 0.9150243695698241, 0.055188198932567156, 0.03397918519039733, 0.913329095147277, 0.05669205075571787, 0.035614177610326814
bail, 2, gcn, 0.9141767323585506, 0.07110059602772745, 0.04020891391547787, 0.9146005509641874, 0.07112395134620053, 0.03881998074114701
bail, 3, gcn, 0.905276541640178, 0.06580707398964175, 0.03065573770491803, 0.9031574486119941, 0.06248026170420312, 0.025184426229508117
bail, 4, gcn, 0.9173553719008265, 0.07394787181017692, 0.04289215686274506, 0.9177791905064633, 0.07187022611354299, 0.036029411764705865
bail, 5, gcn, 0.9137529137529138, 0.06617647058823534, 0.016969524119947788, 0.917143462598008, 0.06702488687782804, 0.008393089960886613
[(91.31171858444587, 0.0016920412227584493), (6.644404226966973, 0.004103245661970674), (3.294110355869721, 0.008264727791402124), (91.32019495655858, 0.0027870182178683584), (6.583827535949852, 0.003213210552860021), (2.8808217261314883, 0.012572228768782437)]
BIND1%, acc, bail, gcn, 91.31 += 0.00
BIND1%, sp, bail, gcn, 6.64 += 0.00
BIND1%, eo, bail, gcn, 3.29 += 0.01
BIND10%, acc, bail, gcn, 91.32 += 0.00
BIND10%, sp, bail, gcn, 6.58 += 0.00
BIND10%, eo, bail, gcn, 2.88 += 0.01

bail, 1, sage, 0.9747827929646112, 0.0409114909159658, 0.0011897832163805244, 0.9732994278448824, 0.054527747755454437, 0.020067676916286636
bail, 2, sage, 0.9769018859927951, 0.07427925487191944, 0.017841860583760027, 0.9764780673871584, 0.07920255600605369, 0.02931682088628995
bail, 3, sage, 0.966094511549057, 0.08913410184691162, 0.008586065573770507, 0.9690612417885146, 0.07758645777756223, 0.004918032786885296
bail, 4, sage, 0.902521720703539, 0.10816982107774525, 0.06580882352941175, 0.9037931765204493, 0.07826379757625374, 0.04197303921568629
bail, 5, sage, 0.900402627675355, 0.09872480460715755, 0.03292046936114734, 0.8972239881330791, 0.08533011106540517, 0.023956975228161648
[(94.41407077770714, 0.12278722837585469), (8.224389466393992, 0.055261041891939096), (2.526940045289403, 0.05230627312538583), (94.39711803348168, 0.1269185392169845), (7.498213403614586, 0.0112165265212495), (2.4046509006661965, 0.014617487924701284)]

bail, 1, gat, 0.9345200254291164, 0.053246023185340774, 0.01496184378018428, 0.9302818393727486, 0.051069140162656124, 0.019049324830008096
bail, 2, gat, 0.9449035812672177, 0.0879584649016274, 0.03335352749488241, 0.9446916719643993, 0.06698305338091587, 0.007709918309302233
bail, 3, gat, 0.9381224835770291, 0.08947308855151898, 0.041803278688524625, 0.9357914812460267, 0.09314589362607989, 0.04295081967213121
bail, 4, gat, 0.9574062301335029, 0.08200276923596617, 0.03363970588235288, 0.9535918626827719, 0.08178894943323378, 0.03915441176470591
bail, 5, gat, 0.9588895952532317, 0.07720588235294112, 0.003402053455019538, 0.9582538673447765, 0.07676881941587821, 0.0035446544980443084
[(94.67683831320196, 0.009766778072852166), (7.797724564547889, 0.017204246956782923), (2.5432081860192746, 0.019861570312185307), (94.45221445221446, 0.010997190214666934), (7.395117120375278, 0.02019898576901311), (2.248182581483835, 0.02571125207260392)]
